★更新日期★,#genre#
CCTV-15 音乐,http://go.bkpcp.top/mg/cctv15$A_4_[★]
CCTV-15 音乐,http://j.s.bkpcp.top/jj/cctv15$A_5_[★]
CCTV-15 音乐,https://iptv.catvod.com/live.php?id=CCTV-15%20%E9%9F%B3%E4%B9%90$A_6_[★]
CCTV-15 音乐,https://tv.t8t.shop/hls/cctv15.m3u8$A_7_[★]
CCTV-16 奥林匹克,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16$A_1_[★]
CCTV-16 奥林匹克,http://t.061899.xyz/tl/tl.php?id=cctv16$A_2_[★]
CCTV-16 奥林匹克,http://go.bkpcp.top/mg/cctv16$A_3_[★]
CCTV-16 奥林匹克,http://j.s.bkpcp.top/jj/cctv16$A_4_[★]
CCTV-16 奥林匹克,https://tv.t8t.shop/hls/cctv16.m3u8$A_5_[★]
CCTV-17 农业农村,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17$A_1_[★]
CCTV-17 农业农村,http://t.061899.xyz/tl/tl.php?id=cctv17$A_2_[★]
CCTV-17 农业农村,http://go.bkpcp.top/mg/cctv17$A_3_[★]
CCTV-17 农业农村,http://j.s.bkpcp.top/jj/cctv17$A_4_[★]
CCTV-17 农业农村,https://iptv.catvod.com/live.php?id=CCTV-17%20%E5%86%9C%E4%B8%9A%E5%86%9C%E6%9D%91$A_5_[★]
CCTV-17 农业农村,https://tv.t8t.shop/hls/cctv17.m3u8$A_6_[★]
CETV-1 综合教育,https://tv.t8t.shop/hls/cetv1.m3u8$A_1_[★]
CETV-1 综合教育,http://113.25.107.142:10000/rtp/239.1.1.65:8065$A_2_[★]
CETV-2 教育教学,https://tv.t8t.shop/hls/cetv2.m3u8$A_1_[★]
CETV-4 职业教育,https://tv.t8t.shop/hls/cetv4.m3u8$A_1_[★]
CGTN-英语,https://tv.t8t.shop/hls/cgtn英语.m3u8$A_1_[★]
CGTN-英语,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8$A_2_[★]
CGTN-纪录,https://0472.org/hls/cgtnd.m3u8$A_1_[★]
CGTN-纪录,https://tv.t8t.shop/hls/cgtn纪录.m3u8$A_2_[★]
CGTN-纪录,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8$A_3_[★]
★卫视频道★,#genre#
张家口-1,https://nlive.zjkgdcs.com:8572/live/xwzhpd.m3u8$A_1_[★]
张家口-1,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8$A_2_[★]
张家口-2,https://nlive.zjkgdcs.com:8572/live/zjktv2.m3u8$A_1_[★]
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws$A_1_[★]
北京卫视,http://124.228.160.14:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$A_2_[★]
北京卫视,http://t.061899.xyz/tl/tl.php?id=bjws$A_3_[★]
北京卫视,http://go.bkpcp.top/mg/bjws$A_4_[★]
北京卫视,http://j.s.bkpcp.top/jj/bjws$A_5_[★]
北京卫视,https://iptv.catvod.com/catvod.php?id=bjws$A_6_[★]
北京卫视,https://tv.t8t.shop/hls/bjws.m3u8$A_7_[★]
北京卫视,http://112.123.243.37:50085/tsfile/live/0127_1.m3u8$A_8_[★]
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8$A_1_[★]
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws$A_2_[★]
东方卫视,http://124.228.160.14:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$A_3_[★]
东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws$A_4_[★]
东方卫视,http://go.bkpcp.top/mg/dfws$A_5_[★]
东方卫视,http://j.s.bkpcp.top/jj/dfws$A_6_[★]
东方卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86$A_7_[★]
东方卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%864K%E5%8F%B0$A_8_[★]
东方卫视,https://iptv.catvod.com/catvod.php?id=dfws$A_9_[★]
东方卫视,https://tv.t8t.shop/hls/dfws.m3u8$A_10_[★]
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws$A_1_[★]
天津卫视,http://t.061899.xyz/tl/tl.php?id=tjws$A_2_[★]
天津卫视,https://iptv.catvod.com/catvod.php?id=tjws$A_3_[★]
天津卫视,https://tv.t8t.shop/hls/tjws.m3u8$A_4_[★]
天津卫视,http://27.41.245.32:801/hls/55/index.m3u8$A_5_[★]
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws$A_1_[★]
重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws$A_2_[★]
重庆卫视,https://iptv.catvod.com/catvod.php?id=cqws$A_3_[★]
重庆卫视,https://tv.t8t.shop/hls/cqws.m3u8$A_4_[★]
重庆卫视,http://27.41.245.32:801/hls/59/index.m3u8$A_5_[★]
黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8$A_1_[★]
黑龙江卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8$A_2_[★]
黑龙江卫视,https://iptv.catvod.com/catvod.php?id=hljws$A_3_[★]
黑龙江卫视,https://tv.t8t.shop/hls/hljws.m3u8$A_4_[★]
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws$A_1_[★]
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws$A_2_[★]
吉林卫视,https://iptv.catvod.com/live.php?id=%E5%90%89%E6%9E%97%E5%8D%AB%E8%A7%86$A_3_[★]
吉林卫视,https://iptv.catvod.com/catvod.php?id=jlws$A_4_[★]
吉林卫视,https://tv.t8t.shop/hls/jlws.m3u8$A_5_[★]
吉林卫视,http://27.41.245.32:801/hls/40/index.m3u8$A_6_[★]
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws$A_1_[★]
辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws$A_2_[★]
辽宁卫视,https://iptv.catvod.com/live.php?id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86$A_3_[★]
辽宁卫视,https://iptv.catvod.com/catvod.php?id=lnws$A_4_[★]
辽宁卫视,https://tv.t8t.shop/hls/lnws.m3u8$A_5_[★]
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws$A_1_[★]
河北卫视,http://t.061899.xyz/tl/tl.php?id=hbws$A_2_[★]
河北卫视,https://iptv.catvod.com/catvod.php?id=hbws$A_3_[★]
河北卫视,https://tv.t8t.shop/hls/hbws.m3u8$A_4_[★]
河南卫视,http://60.13.52.236:65500/newlive/live/hls/39/live.m3u8$A_1_[★]
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws$A_2_[★]
河南卫视,http://t.061899.xyz/tl/tl.php?id=hnws$A_3_[★]
河南卫视,http://go.bkpcp.top/mg/hnws$A_4_[★]
河南卫视,http://j.s.bkpcp.top/jj/hnws$A_5_[★]
河南卫视,https://iptv.catvod.com/live.php?id=%E6%B2%B3%E5%8D%97%E5%8D%AB%E8%A7%86$A_6_[★]
河南卫视,https://iptv.catvod.com/catvod.php?id=hnws$A_7_[★]
河南卫视,https://tv.t8t.shop/hls/hnws.m3u8$A_8_[★]
河南卫视,http://lxajh.top/tv/hn.php?id=hnws$A_9_[★]
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws$A_10_[★]
湖北卫视,http://60.13.52.236:65500/newlive/live/hls/26/live.m3u8$A_1_[★]
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws$A_2_[★]
湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws$A_3_[★]
湖北卫视,http://go.bkpcp.top/mg/hubws$A_4_[★]
湖北卫视,http://j.s.bkpcp.top/jj/hubws$A_5_[★]
湖北卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86$A_6_[★]
湖北卫视,https://iptv.catvod.com/catvod.php?id=hubws$A_7_[★]
湖北卫视,https://tv.t8t.shop/hls/hubws.m3u8$A_8_[★]
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8$A_1_[★]
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8$A_2_[★]
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws$A_3_[★]
湖南卫视,http://t.061899.xyz/tl/tl.php?id=hunws$A_4_[★]
湖南卫视,http://go.bkpcp.top/mg/hunws$A_5_[★]
湖南卫视,http://j.s.bkpcp.top/jj/hunws$A_6_[★]
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86$A_7_[★]
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%864K%E5%8F%B0$A_8_[★]
湖南卫视,https://iptv.catvod.com/catvod.php?id=hunws$A_9_[★]
湖南卫视,https://tv.t8t.shop/hls/hunws.m3u8$A_10_[★]
湖南卫视,http://112.123.243.37:50085/tsfile/live/1002_1.m3u8$A_11_[★]
山东卫视,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8$A_1_[★]
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws$A_2_[★]
山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws$A_3_[★]
山东卫视,http://go.bkpcp.top/mg/sdws$A_4_[★]
山东卫视,http://j.s.bkpcp.top/jj/sdws$A_5_[★]
山东卫视,https://iptv.catvod.com/catvod.php?id=sdws$A_6_[★]
山东卫视,https://tv.t8t.shop/hls/sdws.m3u8$A_7_[★]
山东卫视,http://112.123.243.37:50085/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0$A_8_[★]
山西卫视,http://t.061899.xyz/tl/tl.php?id=sxiws$A_1_[★]
山西卫视,https://iptv.catvod.com/catvod.php?id=sxiws$A_2_[★]
山西卫视,https://tv.t8t.shop/hls/sxiws.m3u8$A_3_[★]
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws$A_1_[★]
江苏卫视,http://124.228.160.14:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$A_2_[★]
江苏卫视,http://t.061899.xyz/tl/tl.php?id=jsws$A_3_[★]
江苏卫视,http://go.bkpcp.top/mg/jsws$A_4_[★]
江苏卫视,http://j.s.bkpcp.top/jj/jsws$A_5_[★]
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86$A_6_[★]
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%864K%E5%8F%B0$A_7_[★]
江苏卫视,https://tv.t8t.shop/hls/jsws.m3u8$A_8_[★]
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws$A_1_[★]
江西卫视,http://124.228.160.14:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$A_2_[★]
江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws$A_3_[★]
江西卫视,http://go.bkpcp.top/mg/jxws$A_4_[★]
江西卫视,http://j.s.bkpcp.top/jj/jxws$A_5_[★]
江西卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86$A_6_[★]
江西卫视,https://iptv.catvod.com/catvod.php?id=jxws$A_7_[★]
江西卫视,https://tv.t8t.shop/hls/jxws.m3u8$A_8_[★]
江西卫视,http://pa.kuangdeng.top:8081/hls/30/index.m3u8$A_9_[★]
江西卫视,http://27.41.245.32:801/hls/43/index.m3u8$A_10_[★]
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4$A_1_[★]
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws$A_2_[★]
广东卫视,http://t.061899.xyz/tl/tl.php?id=gdws$A_3_[★]
广东卫视,http://go.bkpcp.top/mg/gdws$A_4_[★]
广东卫视,http://j.s.bkpcp.top/jj/gdws$A_5_[★]
广东卫视,https://iptv.catvod.com/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86$A_6_[★]
广东卫视,https://iptv.catvod.com/catvod.php?id=gdws$A_7_[★]
广东卫视,https://tv.t8t.shop/hls/gdws.m3u8$A_8_[★]
广东卫视,http://112.123.243.37:50085/tsfile/live/0135_1.m3u8$A_9_[★]
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws$A_1_[★]
广西卫视,http://t.061899.xyz/tl/tl.php?id=gxws$A_2_[★]
广西卫视,https://iptv.catvod.com/catvod.php?id=gxws$A_3_[★]
广西卫视,https://tv.t8t.shop/hls/gxws.m3u8$A_4_[★]
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws$A_1_[★]
安徽卫视,http://t.061899.xyz/tl/tl.php?id=ahws$A_2_[★]
安徽卫视,https://iptv.catvod.com/catvod.php?id=ahws$A_3_[★]
安徽卫视,https://tv.t8t.shop/hls/ahws.m3u8$A_4_[★]
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8?a=1000&amp;d=d396e340de48108a9576134d5b090354&amp;k=60ede3db45d8640ab1db2b9f0dfa7549&amp;t=1671539989$A_1_[★]
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8$A_2_[★]
浙江卫视,http://l.cztvcloud.com/channels/lantian/SXpinghu3/720p.m3u8$A_3_[★]
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws$A_4_[★]
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$A_5_[★]
